,overview,id,genre,vector
107,"Isabella, the daughter of the noble York family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. However, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. Her family notices her struggling in her lessons and decides to hire Violet Evergarden to personally tutor her under the guise of a handmaiden.  At first, Isabella treats Violet coldly. Violet seems to be able to do everything perfectly, leading Isabella to assume that she was born with a silver spoon. After some time, Isabella begins to realize that Violet has had her own struggles and starts to open up to her. Isabella soon reveals that she has lost contact with her beloved younger sister, whom she yearns to see again.  Having experienced the power of words through her past clientele, Violet asks if Isabella wishes to write a letter to Taylor. Will Violet be able to help Isabella convey her feelings to her long-lost sister?",610892,Fantasy,"[ 2.0459146e+00  2.1320221e+00 -3.6055037e-01 -2.2775611e-01
 -1.3035808e+00 -1.7855988e+00  1.6851605e-01 -5.8114266e-01
  2.0113096e+00  1.2665246e+00  4.3832710e-01  1.7900714e+00
 -4.7196087e-01  3.0804563e-01  1.0767931e+00  1.8063285e+00
 -3.4963570e+00 -1.0986532e+00 -1.5100087e+00 -4.4346833e+00
 -2.0406199e+00 -2.3944545e+00 -2.1162195e+00 -2.0071697e+00
  2.2193441e+00  4.9537155e-01  2.3131935e-01 -4.2372990e-01
 -5.0722399e+00 -4.9631429e-01 -5.0186855e-01  1.7950203e+00
  2.0426540e+00 -2.7792509e+00  3.7864849e-01 -9.5605385e-01
 -1.2641205e+00 -1.5416956e+00  1.6418180e-01  3.6450014e-01
 -2.2052236e+00 -1.0629598e+00 -1.1903132e+00  2.9036567e+00
 -2.9342991e-01 -6.6740268e-01 -1.6940166e+00  1.1202757e+00
 -1.7540995e+00  1.9682856e+00 -1.8980048e+00  2.5242882e+00
  1.4439470e+00 -3.7617462e+00  2.3311136e+00 -1.4188179e+00
  1.2812330e+00  8.1271499e-01 -1.6603898e+00 -2.5129089e+00
  1.7565043e+00 -1.6443318e+00 -1.9255126e+00  1.2829037e+00
  2.6303627e+00 -1.1948217e-01 -3.8082711e-02  8.8984960e-01
  2.3326757e+00  1.4151906e+00  7.0726347e-01 -1.5627263e+00
 -8.8252318e-01 -6.2121964e-01  6.7720550e-01  5.0889695e-01
 -1.2904083e+00  6.4279288e-01 -2.4084245e-01  3.0626018e+00
 -1.8799227e-01  1.7926412e+00 -3.3487144e-01  1.3149451e+00
  3.8013905e-01  1.0087701e+00 -3.8203270e+00  3.6265107e-03
  2.8283423e-01 -6.7759788e-01 -1.2821348e+00  1.1981699e+00
 -1.2069336e+00  1.2595602e+00 -9.4772734e-02  4.6141956e-02
  2.1663885e+00  2.1537285e+00 -1.0304195e+00  1.5004070e+00]"
108,"This film is a remake of the 1989 Doraemon Movie 10: Nobita no Nippon Tanjou. Nobita and the gang run away from home, traveling back in time to 70,000 years ago before Japan was even born. After a while, they return to the present. However, when they bump into a young caveman, Kukuru, who they have accidentally transported forward to their current era, they realize they must take him back to the primitive age. On top of that, they will have to save Kukuru's tribe, called the Hikari tribe, which was attacked and abducted by the Giganzonbie and Kurayami tribe.",384345,Fantasy,"[-1.5060714e-03  1.6197505e-03 -4.0470650e-03  2.9271585e-03
 -4.0413142e-04  3.5577433e-03 -8.1140135e-04  2.6139061e-03
  2.0653154e-03 -1.5149037e-03  1.6993431e-03 -2.1047066e-03
  2.9572312e-04  1.5297517e-03 -2.1200115e-03  1.3328746e-03
  2.3640583e-03  3.4830270e-03  4.6889791e-03 -2.0774666e-03
 -1.9375967e-03  3.3262868e-03 -1.4181825e-03 -2.1956549e-03
  4.9935137e-03  3.7846051e-03 -4.4001816e-03 -2.5064158e-03
  2.9386542e-04  3.4922352e-03 -4.6515302e-03 -8.1643445e-04
  1.4491456e-05 -2.8028574e-03  1.4902438e-03 -3.8025109e-03
  1.9346391e-05 -1.5763558e-03 -3.9078058e-03  1.1811490e-04
  1.9059391e-03 -4.3313127e-04 -4.8656247e-04 -1.8571947e-03
  1.3673579e-03  2.1050831e-03 -4.6716775e-03  4.0469286e-03
  3.9429944e-03 -3.6538667e-03  3.9337012e-03  2.3543043e-03
 -2.9436310e-03  3.9558508e-03  4.5792386e-04 -2.2235441e-03
  4.4901823e-03 -3.6644079e-03  3.4047386e-03  2.0657419e-03
  3.8722761e-03  2.0928774e-03  4.9465369e-03  1.2548782e-03
  2.3308282e-03 -9.7109046e-04  2.5309101e-03 -2.1578232e-03
 -2.4799206e-03  4.4009858e-04  2.5876719e-03 -3.7973253e-03
 -4.5960955e-03 -6.0590776e-04  3.5878833e-04  4.5041251e-03
 -2.3053496e-03 -2.1002586e-03  1.2868880e-03 -1.3869550e-03
  1.0373560e-03  3.0354129e-03  4.3639867e-03 -4.2467751e-03
  2.3027575e-03 -2.2004763e-04 -1.3656463e-03  4.9109785e-03
 -3.8293141e-03  1.0315875e-03 -2.2955176e-03  1.7754406e-03
  1.9301529e-04  3.7483072e-03 -4.8099952e-03 -2.6881890e-03
 -4.1679870e-03  3.4059533e-03  1.1100757e-04  2.5927648e-03]"
109,"Satou Ichirou once called himself 'Maryuuin Kouga' and behaved as if he were a hero in a fantasy world. His strange behavior caused his classmates to bully him and he left the school. At his new school, he tries to behave like a normal boy, but one day he meets a girl who cosplays with a blue cape. She calls herself ""a researcher traveling from the outer world to search for the 'Dragon Terminal'"". At first, Ichirou rejects the girl, Satou Ryouko, because her behavior reminds him of his embarrassing past, but he changes his mind after seeing her getting bullied. In order to bring Ryouko back to real life, Ichirou accepts her and his past and begins the final battle as Maryuuin Kouga.",225086,Fantasy,"[ 0.64535564  1.8450904   0.9641906   3.2890828  -1.0667138   0.09285329
 -1.1299118  -1.7013444   3.0363436   2.2746952   1.3231001   0.04584558
 -0.37870902 -2.1790724   0.77615374  1.365998   -3.2693076  -1.6584567
 -0.9948992  -0.92114455 -3.169657    0.5734401  -2.1806185  -0.2615535
  4.685309    0.22347726 -0.489506   -0.53119904 -0.40819982  0.09210723
  0.35518792  0.37673914 -2.448207   -1.2521825  -0.45856282  1.1809291
 -1.6245145   0.4538797   1.4126036   0.26835066 -1.9559455  -1.7064693
 -4.1477523  -0.7125391   2.53435    -1.7237337   1.8466961   0.02805406
 -0.47694036  2.205449    0.90770817 -0.21434714  1.5528388  -3.587727
 -0.12755404 -1.7518404   0.4057762   0.2765073   1.6806352  -1.3632697
  2.4896903   1.6117381  -0.21243507  0.52816063 -0.30749336 -1.3262079
 -1.4418533  -2.108142    2.8293333  -0.841643    0.6826262  -1.3510996
 -0.5446063  -0.08183792  2.1651871   0.4283019  -1.2637861  -0.7907581
 -0.90720034  1.6492423  -2.6207292  -2.2538257  -1.9559512  -0.31911778
 -0.52160156 -0.23914109 -4.7636914  -3.9863956  -0.36403626 -2.1030264
  0.15624195  0.40502834 -2.205065    0.5543843   0.4658277   0.6626803
  2.3065615   0.98183703  0.7907058   2.4281862 ]"
110,"The television movie is set in the city of Dimmsdale and centers on the series' main protagonist Timmy Turner with his fairy godparents Cosmo and Wanda and his fairy godbrother Poof. In the movie, Timmy is now 23 years old but is still in fifth grade with his fairy-obsessed fifth grade teacher Mr. Crocker. Despite being grown up, Timmy finds a loophole in the fairy rulebook Da Rules: if he continues to act like a kid, he will still get to keep his fairies. However, the dilemma rises when Tootie, who was once a dorky girl when she was 10 years old, returns to Dimmsdale as an attractive woman. Timmy falls in love with her, a sign that he is growing up to an adult, which means he is closer to losing his fairies. Meanwhile, an oil business tycoon named Hugh J. Magnate, Jr., who teams up with Mr. Crocker, plans to use Timmy's fairies' magic in order to promote his oil business.",70338,Fantasy,"[-1.0986875  -3.5759974   0.87824035  3.203849   -1.9504921   2.0146434
  2.0695632  -2.0570893   1.7513821   2.0328753   2.3787336   1.2506009
  1.9554676  -2.0756917  -0.4758101   0.2874175  -1.1218494  -3.3421738
 -0.3040303   2.5313394  -1.4963782   0.27417183  0.96006036 -0.2397212
  1.7971152   0.26782015 -0.34849352  1.0946784   0.62310886 -0.6471014
  1.6959505   3.350801    0.6174055  -1.5281539  -1.798147   -2.1705813
  1.1836655  -0.6337254  -0.00956786  2.9728713   0.7562178  -2.4692652
 -0.98909867 -0.16474062 -1.4150313  -2.6805258   0.57244223 -0.8242441
  0.82289004  2.3463612   0.46591592  0.14490572 -2.2263188  -1.4544923
  1.8146672  -0.97876096 -1.5870339   2.286344   -1.6810566  -1.9263446
  0.38359898 -1.5058124   1.1147634   1.8816394   4.132642    2.1845582
 -1.7771018   0.32048255  1.3921224  -0.3901892   1.4007174  -0.01172269
 -0.20958087  0.2057492  -1.400152   -1.027194   -2.0034678   0.79278564
 -1.4982761  -1.8469434  -1.7852029   0.6000633   0.36514166  1.4089651
  0.4983844   0.5655683  -0.1204059  -3.2224374  -0.08764558  1.467415
 -1.0470837  -0.264577   -2.5148396   0.03938574 -1.2357028   1.8889174
  4.7645683   0.8683276   3.0891392   0.8004358 ]"
111,"Struggling manga author Satoru Fujinuma is beset by his fear to express himself. However, he has a supernatural ability of being forced to prevent deaths and catastrophes by being sent back in time before the incident occurred, repeating time until the accident is prevented. One day, he gets involved in an accident that has him framed as a murderer. Desperate to save the victim, he sends himself back in time only to find himself as a grade-schooler one month before fellow classmate Kayo Hinazuki went missing. Satoru now embarks on a new quest: to save Kayo and solve the mystery behind her disappearance.",379300,Fantasy,"[-1.5369930e-03  1.4353986e-03  2.8645543e-03  2.5387313e-03
  2.2338638e-03 -6.6622469e-04  4.7304090e-03 -2.7270031e-03
  2.2537687e-03  2.1879314e-03 -4.0650559e-03 -2.2050452e-03
 -2.3450125e-03 -9.5098751e-04  4.8692287e-03 -1.2509552e-03
  3.4055279e-03 -9.0228458e-04  1.3280113e-03 -4.7823447e-03
  4.1261758e-03 -2.8209190e-03  2.8117549e-05 -1.4433511e-04
  3.4695065e-03  4.0302286e-03 -1.5464100e-03  3.6169749e-03
  7.4999308e-04 -2.0061950e-04 -1.5942297e-03 -2.0521835e-03
  4.4883317e-03 -1.0342304e-04 -8.2824478e-04  4.9028257e-03
 -5.6225399e-04  3.4152500e-03  4.3665869e-03 -1.4386739e-03
 -1.6044343e-03  2.0905142e-03  4.9234647e-03 -2.9758823e-03
 -3.8705443e-03  2.0485700e-03  3.1908386e-04  4.1072378e-03
  9.0411934e-04 -3.5726221e-03  3.7721444e-03  4.5557241e-03
  4.2968462e-03 -1.2224705e-03 -2.7676965e-03 -2.2211028e-03
 -8.0879912e-04 -4.1618953e-03 -4.7111581e-03  2.1268490e-03
  2.0111348e-03  1.4453637e-03  1.7396930e-03  4.1354164e-03
  4.6970537e-03  3.2885710e-03  1.2973183e-03 -2.7043479e-03
  8.4668968e-04 -2.7744069e-03  4.3499405e-03 -2.8365459e-03
 -4.8873103e-03 -2.9958439e-05  2.3620254e-03 -2.8296299e-03
  4.3304102e-03  4.5541357e-03  2.3043603e-03 -3.1696130e-03
 -4.5804195e-03  1.4078630e-03 -4.0382217e-03  2.4338993e-03
  2.8943038e-04  3.5048130e-03  4.1119512e-03 -4.8797303e-03
  1.0488285e-03  5.4836675e-04 -4.4486737e-03 -3.0254652e-03
  3.5346753e-03  4.2483053e-04  1.0801762e-04  4.4445391e-04
 -2.1423216e-03  3.5842275e-03 -3.2166485e-03 -9.4944087e-05]"
112,"Mio is a girl in high school who slacks off. She and her childhood friend Arata and best friend Madoka spend their after-school days in Ikebukuro hanging out. One day, Madoka tells Mio that she loves Arata, and Mio realizes that she loves Arata, too. But she’s scared of their relationship falling apart and lies, saying she’ll help them. Mio deliberately acts coldly to Arata, and they get into a fight. She decides to work things out with Arata, but gets into a car accident on her way to meet him. She wakes up in a mysterious world. It's the Ikebukuro she knows, but something’s different...",680041,Fantasy,"[ 2.1757452e+00  8.1913489e-01  3.7289020e-01  2.2719634e+00
 -1.5492277e+00  1.9268116e-03 -3.9010373e-01  1.9596868e+00
  1.1940215e+00  1.4964806e+00  9.3100929e-01  2.9800519e-01
  6.0750687e-01 -1.4580530e+00  3.1216714e-01  1.7448655e+00
 -1.6886482e+00 -4.2041728e-01  5.0813240e-01 -3.6067173e-01
 -1.5287995e+00 -1.8521450e+00 -1.7095529e+00 -2.1578050e+00
  3.5803705e-01  2.8227243e-01 -1.4571579e-01 -2.3865776e+00
 -1.7621707e+00 -3.5637867e-01 -4.5944640e-01  7.2271419e-01
 -1.3377173e-01 -2.3143988e+00  2.5610876e-01 -7.9956770e-01
 -4.5745277e-01  1.0934932e+00 -1.3995925e+00 -2.0131774e+00
 -9.0547547e-02 -1.2128235e+00 -1.9358294e+00  4.1389793e-01
  1.4566761e+00 -2.4318814e+00 -9.4929951e-01 -3.2385357e-02
 -9.0310085e-01 -1.8410954e-01 -1.2044265e+00 -6.3907921e-01
 -1.2198657e+00 -2.1149306e+00  4.1466150e-01  2.1598852e-01
 -3.7328991e-01  5.2877462e-01 -1.8841122e+00 -1.4686706e+00
 -3.2639545e-01  1.2758163e+00  1.3592266e-01 -2.0469711e+00
  2.1719382e+00 -5.2562487e-01 -1.9033319e+00 -8.3398348e-01
  3.4599857e+00 -9.0616953e-01  7.8652209e-01 -1.2318711e+00
 -4.7038889e-01 -1.1416483e+00 -1.9964367e+00 -8.8411428e-02
  1.4521762e+00  6.5450495e-01 -6.4990842e-01  1.1019410e+00
 -1.9998080e+00  7.2139037e-01 -1.2086964e+00  3.0293792e-02
 -7.9275906e-01 -3.2135895e-01 -1.7140907e+00 -1.7741210e+00
 -8.6915076e-01 -1.8194985e-01 -4.1748679e-01 -8.5737705e-02
 -4.9323249e-01  1.3960065e+00  1.1159014e+00  2.7174773e+00
  2.7609169e+00  2.4830034e+00 -3.3458000e-01  4.1854832e-01]"
113,"Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.",208763,Fantasy,"[-0.85060257  4.4154778  -0.02895309 -2.5558062   1.7349126   2.0344036
  0.42238086 -0.24183331  3.5145125  -0.00703274 -0.4236027  -0.2172497
 -1.5079753  -0.6384149  -3.503435    0.544813   -0.99099714 -1.9555339
  0.35206684 -2.6645238  -3.3361964   1.0349958  -1.9035234  -2.5475643
  4.6413717   2.5646992   0.6254565  -0.83457816  1.082032    2.5192814
  2.2790616   0.37842238 -0.6043355   0.36061388  1.0034965   0.7584086
 -0.78807694 -0.2983132   0.5349384   1.7952809  -1.2403169  -0.60347456
  0.4616179   0.00742506 -0.9226181  -1.077759   -0.8833731  -0.14313565
 -0.5230747   3.1221638   1.5569688   2.6508799  -1.0811578  -1.3482577
 -0.6947712  -2.879531   -0.31423998  2.0831993  -0.84146255 -1.8859066
  5.18187    -0.07293557 -0.52474016  0.48942384 -0.34640005  3.5749242
 -3.9037492  -1.9915295  -0.13768876 -0.9693628   0.7795735   1.166068
 -1.0187275  -1.3422459  -0.5108747   0.1734624  -1.6513577  -0.9097845
  0.75837123 -1.611825   -4.522072   -0.33408448 -0.33494312  0.01115473
  0.44790697  0.6530491  -2.5476494   0.02529933 -1.5131382  -1.8377268
 -0.20353514 -0.78449464 -0.6000257  -0.744039    2.490338    1.4387317
  0.2784586  -0.1289349   2.0478008   0.7821163 ]"
114,"Akane is the youngest of three daughters for Soun Tendo. Her father Soun Tendo runs a dojo for martial arts. Akane hopes to carry on her father's dojo into the distant future. Meanwhile, Akane has been selected to marry Ranma, the son of her father's long time friend Genma. Akane and Ranma's relationship has developed into a love and hate relationship. Also, Ranma isn't your typical boy. While on a training journey Ranma fell into the Spring of the Drowned Girl and now changes into a women whenever cold water is splashed on him. Warm water will allow him to revert back to a male. Problems arise when Akane's father declares that the successor to their dojo must be a male. Now, Akane and Ranma (being a man only half of the time) must find a secret spring that can cure him of his curse.",155217,Fantasy,"[ 2.2749252   1.1062236  -1.2996079  -0.6484693  -0.7902609  -1.615985
  2.30844    -2.3888435   3.7579472   2.729695    2.8555975   0.6470116
  1.3086752   0.4926392   0.18312235  1.420743   -2.8883858  -1.6599189
  1.7508692   0.41579482  0.18671006  1.4218742  -0.5043715  -1.4443564
  2.2322764   1.9347712   1.1953568  -3.6336234  -1.1456879  -0.55424106
 -0.32496995  2.2396355   2.4694102  -3.4756274  -2.4707484  -3.467919
 -1.7901762   0.02353361 -0.06149882 -1.3340406  -0.10102765  0.16736116
 -1.6668352   0.76163644  0.04752783 -1.7598969   0.70868725 -0.20857432
 -0.8687726  -1.7520292  -0.99523205  2.1640155   1.020871   -1.4467124
 -0.74435246  0.9968169   0.37738025  2.7869365  -1.170397    0.4974276
  1.1881622  -0.8133725   0.6820353   0.6986306   1.9242855   3.2435899
 -0.73056334 -0.7747842  -0.9903213   1.5461837   0.7477163   0.7975468
 -0.27781016 -0.37788504 -0.77701205 -0.0102393   0.4264885  -0.42514393
 -3.0686991  -1.6788558  -4.4408026   0.1151383  -0.8465726  -2.029818
 -0.60032684  0.596293   -2.1377032  -0.2527494   0.5715126  -0.27344576
 -1.9166754  -0.18457054 -1.6099244  -2.1004987   0.79888725  1.3517692
  0.4172733  -1.1332142   0.19752857 -0.2710198 ]"
115,"Scooby and the gang have their first musical mystery in “Scooby Doo: Music of the Vampire.” It begins when they take a sing-a-long road trip into bayou country to attend the “Vampire-Palooza Festival” – an outdoor fair dedicated to all things Draculian. At first it looks as if they’re in for some fun and lots of Southern snacks, but events soon turn scary when a real live vampire comes to life, bursts from his coffin and threatens all the townsfolk. On top of that, this baritone blood sucker seems intent on taking Daphne as his vampire bride! Could the vampire be a descendant of a famous vampire hunter who is trying to sell his book? Or perhaps he’s the local politician, who has been trying to make his name in the press by attacking the vampires as downright unwholesome. The answers are to be found in a final song-filled showdown in the swamp in which our heroes unmask one of their most macabre monsters yet.",81900,Fantasy,"[ 3.7739542  -0.77273476  0.5754954   1.797012   -0.34320486  1.8990722
  0.49045983 -3.3432055   4.093292   -3.5183697   0.0097164   1.2453239
 -6.1088285  -0.57531166 -1.6086694   1.9890829  -2.6986258   1.6400235
  2.4520388  -2.0407286  -5.228175   -1.6429524  -3.0671399  -1.0172915
  2.4047725   0.42946655  1.1792903   3.0665843  -1.1326635   3.484515
 -1.3987532  -3.0753946   1.6925356   2.1903844   0.08283515  2.01187
 -0.85020465  1.0434835   0.20437409 -1.6670563  -1.2089107  -0.08337838
 -1.5772727   1.3062317  -0.61486155 -1.6584905   0.471478   -1.5187019
  1.1677299   2.9401138   1.1014265  -0.9651464   2.7668633  -1.0213255
 -0.8455977  -4.016973   -2.0532532   4.0095344   2.8538861  -3.2996411
  2.2999752   0.23434038  2.9569716   2.4840276   0.23203465 -0.4059029
 -3.4059505   0.27264833  3.0161674  -4.370985    2.793966    2.7210312
  0.16567615 -2.3825467   1.4091197   0.06382644 -0.9249701   3.084054
  0.03748306  0.86066926 -3.1852002  -0.55214596 -0.16492891  1.215174
 -1.910733    1.0514998  -5.2140646  -2.1241028   2.7416487  -1.0775417
  0.31323418  3.665539    1.4375505  -2.0985975  -0.65446436 -2.025907
  5.08237     3.364346   -1.0849249   2.613829  ]"
116,"Norwegian folklore turns out to be real when Leo and Elvis encounter a girl called Thale in a basement. A regular cleaning job turns into a struggle for survival, while they're trying to figure out what or who Thale is.  Could Thale be a huldra?  A seductive forest spirit who appears from the front to be a beautiful young woman, but who also has a cow's tale and whose back appears to be like a hollowed out tree. The huldra has been known to offer rewards to those who satisfy them sexually, while death to those who fail to do so and are also prone to stealing human babies.",53567,Fantasy,"[ 0.8910952   1.2704179   0.88463724  0.7973137  -1.5859011   0.53800184
  0.69354004 -0.20742269  1.9292095   1.489      -0.0269076   0.4043708
 -1.4873382  -0.9071104  -1.9461496   1.1746757  -1.7266945  -1.9803938
 -0.3098895   0.74152154 -1.5879506   0.17093249 -0.12162486 -2.1007152
  3.6805015   1.2563138  -0.6776166  -2.5911827  -1.359647    0.04774309
  0.601203    0.36943334 -0.15448993 -2.5525331  -1.2865392  -0.8756926
  0.6256361   0.88415986 -0.26323548 -0.04880598 -0.9311162  -1.5218046
  0.8143279  -0.05392023 -0.7190252  -3.627955    2.2391577  -0.06181351
 -0.24841838  2.0377135  -0.51905316 -1.0928844   1.2969979  -1.2452154
 -1.8167868   0.34872782  0.33615953  0.8010988   0.57428825 -0.8239928
  0.559627    0.93272984 -0.7192869   1.1373528  -0.07225734  0.03420219
 -0.24902652  1.2290791  -1.1726788  -0.46542546  0.44589463  0.34404036
  0.5737507  -1.0473697   0.44035974  0.4344912  -0.06193814  0.9084761
 -0.24944092 -0.53761184 -2.3083344  -0.7019282  -0.5167666  -1.704519
  1.5764437   1.6224962  -1.7577147   0.27296022  1.2289833  -0.7163633
 -1.6060779   0.43958125 -2.1807883  -0.25915718  1.3499862  -0.9069431
  3.4008744   1.4470003   0.03868251  0.7125786 ]"
117,"In this animated tale, a tiny village is destroyed by a surging glacier, which serves as the deadly domain for the evil Ice Lord, Nekron. The only survivor is a young warrior, Larn, who vows to avenge this act of destruction. The evil continues, however, as Nekron's palace of ice heads straight towards Fire Keep, the great fortress ruled by the good King Jarol. When Jarol's beautiful daughter, Teegra, is abducted by Nekron's sub-human ape-like creatures, Larn begins a daring search for her. What results is a tense battle between good and evil, surrounded by the mystical elements of the ancient past.",15035,Fantasy,"[-0.31838042  2.4256444   0.13101186 -1.0909802  -0.01724295 -0.2236424
 -0.7289211   0.1323228   1.3234012  -0.6360573   0.4099893  -0.1860007
  1.0390921   0.04074687  0.69416416 -0.90729105  0.72690004 -1.61195
 -1.4880238  -0.79191124 -3.725362   -1.713301    0.28802451 -0.970659
  1.9355739   1.7638229   2.8553572  -0.5276417  -0.43410623 -0.45177618
 -0.3403109   1.7776266  -0.82197034  0.09839882 -1.1874496   0.2916554
  0.2221429  -3.0603805   0.46808022  0.40041417  0.26137626  1.0721147
 -0.7986006  -0.66394114 -0.08690853 -3.1623354   1.1291878  -2.045235
 -2.472782    3.8024411   0.5302539   1.2097456  -0.9618206  -2.1956463
  2.0288918  -1.3009422   0.02008391  0.8752103  -1.0505929  -1.539635
  1.3812858   2.3123207  -0.7696357  -0.5977172   1.6393507   0.45143658
 -0.84435964 -1.3149872   1.1142185   0.6101976  -1.4905661   1.4313797
 -2.4182353  -0.6032161  -0.6516276  -1.1681013  -0.12652189 -0.13696907
 -0.05156106  0.96331054 -1.9507045  -0.14402103  1.1802984  -0.45530093
 -0.8975108   2.2320635  -1.0793532  -0.37447262  0.28106     1.8280464
  0.0484263  -0.40683132 -3.00109     0.7487417   0.7403466   3.0757637
  1.809823    1.9745464   2.0554073  -0.04972066]"
118,"Something bizarre has come over the land. The kingdom is deteriorating. People are beginning to act strange... What's even more strange is that people are beginning to see dragons, which shouldn't enter the world of humans. Due to all these bizarre events, Ged, a wandering wizard, is investigating the cause. During his journey, he meets Prince Arren, a young distraught teenage boy. While Arren may look like a shy young teen, he has a severe dark side, which grants him strength, hatred, ruthlessness and has no mercy, especially when it comes to protecting Teru. For the witch Kumo this is a perfect opportunity. She can use the boy's ""fears"" against the very one who would help him, Ged.",37933,Fantasy,"[-3.82140011e-01  2.29723144e+00 -4.89620000e-01  1.67806125e+00
  3.12953174e-01  6.50396407e-01 -9.72502589e-01  4.88433570e-01
  2.27832055e+00  1.07298958e+00  1.37446404e+00  2.51338744e+00
 -9.62194860e-01  3.48612398e-01 -9.51388776e-01 -1.98509967e+00
 -2.67038107e-01 -1.10040998e+00  9.24836844e-02 -2.01139286e-01
 -2.01800847e+00 -2.83728123e-01 -1.03640795e+00 -1.93942773e+00
  2.42983961e+00  1.61506021e+00 -9.33625102e-01 -1.63146544e+00
 -8.15192014e-02  1.05848454e-01  1.83811754e-01  2.01050544e+00
 -1.36088514e+00 -2.30418235e-01  1.42319411e-01  2.80997813e-01
 -1.27664185e+00 -9.82211471e-01  1.85566497e+00  6.26073480e-01
 -9.28470314e-01  1.13927948e+00  6.14948034e-01 -1.27382255e+00
  8.65504682e-01 -1.53456402e+00  5.41472554e-01  6.44608513e-02
 -1.70759284e+00  2.81081891e+00  4.08407766e-03 -8.13843831e-02
 -1.98014438e-01 -1.22720432e+00  5.62012792e-01 -1.63960293e-01
 -1.14708436e+00  9.63681400e-01 -1.51487365e-02 -2.37771726e+00
  2.21455073e+00  1.23758876e+00  8.48640859e-01 -3.92652541e-01
  4.82301563e-01 -6.82453156e-01 -2.24226165e+00 -2.35749650e+00
  1.96541455e-02 -8.53900313e-01 -2.12887034e-01 -5.90678573e-01
 -6.88118696e-01 -3.05761242e+00 -1.25351107e+00  1.24710679e+00
 -1.49786377e+00  1.21375251e+00 -9.52250719e-01  1.00541854e+00
 -3.45237494e+00 -1.41142666e-01 -6.54707491e-01  6.15166128e-01
 -3.35166301e-03 -2.93995142e-01  5.74843049e-01 -2.27050400e+00
 -2.04173684e+00 -7.34230578e-01  8.20483327e-01  4.64870244e-01
 -1.80937397e+00  8.06913555e-01 -3.80539298e-01 -1.08962357e+00
  1.04575109e+00  3.78390908e+00  1.51087284e-01  1.36999452e+00]"
119,"In the spring, male student Makoto Yuki transfers to Gekkoukan High School. However, as he heads to his new dormitory, listening to the music on his headphones, he is stopped. More precisely, time has stopped, and the people who were around him turn into coffins. Makoto learns that this period of time hidden between the minute of midnight is called the Dark Hour, a time when monsters called Shadows appear. Suddenly made the leader of his fellow classmates Yukari and Junpei by his upperclassmen Mitsuru and Akihiko, Makoto must learn empathy, his connection to his comrades, and the meaning of death. With the power of his Evoker aimed at his head, Makoto fights against the Shadows threatening to attack his world from the mysterious tower of Tartarus.",212153,Fantasy,"[ 5.07636964e-01  1.48578465e+00 -6.51865542e-01 -7.96043217e-01
 -7.88322031e-01 -1.37331679e-01 -1.65512398e-01 -3.65039349e-01
  9.29988205e-01 -5.95915258e-01  8.55041325e-01 -9.01560187e-01
 -7.01752365e-01 -9.77666259e-01 -2.50509024e-01  1.77103555e+00
 -7.56325006e-01 -5.17702028e-02 -1.31154228e-02 -9.59444717e-02
  5.14393389e-01 -1.08139372e+00 -1.19271910e+00 -8.99318099e-01
  6.18177176e-01  9.05951083e-01 -1.23998389e-01 -4.47587490e-01
 -3.35453868e-01  1.53904604e-02 -2.62095988e-01 -6.28253996e-01
  2.98113842e-03  1.61472583e+00 -1.74039972e+00 -8.76405001e-01
 -7.09857225e-01 -4.28959638e-01 -5.16806602e-01  3.17079067e-01
  7.59546638e-01  4.75992888e-01 -1.21283746e+00 -1.94771096e-01
 -1.44446623e-02 -8.80981088e-01  5.69323719e-01 -3.27938958e-03
 -1.81173146e-01  1.25137591e+00  9.81995165e-01  4.09603477e-01
  1.16851278e-01 -2.11152434e+00 -1.70734018e-01  4.80862230e-01
 -1.18752658e+00  6.42152846e-01  7.25828230e-01 -1.38279176e+00
  1.48495007e+00  2.08160937e-01  8.19417894e-01  1.05587184e+00
  1.25121987e+00  7.55609632e-01 -1.28528404e+00  8.90514255e-01
  7.60038674e-01 -2.14783609e-01 -1.50493264e-01 -2.22270504e-01
 -9.59623754e-01 -7.78893888e-01  4.68387880e-04 -1.43373394e+00
  2.69013662e-02 -7.26041675e-01  1.06702976e-01  1.54850554e+00
 -1.57015681e+00 -2.09567249e-01 -1.33765042e+00 -1.89050043e+00
 -1.79083979e+00  9.69074130e-01 -7.20979929e-01 -9.08218741e-01
  6.67226195e-01  4.04161066e-01 -1.14906824e+00 -6.44671142e-01
 -2.58614033e-01  8.35117161e-01  1.38511658e+00  2.77561188e-01
  3.09835649e+00  7.13055909e-01 -1.45233667e+00  1.28470576e+00]"
